7.200000000000000000e+01,1.016371265070672436e-01,1.688274131196475514e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,1.738274131196475558e-01,2.363274131196475558e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,1.931623322590496628e-01,2.741756469476931413e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,2.791756469476931457e-01,3.416756469476931457e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,3.274827031894695928e-01,4.105398819832263291e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,4.155398819832263335e-01,5.356667759506166249e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,5.422760860086723866e-01,6.047760860086723866e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,5.655485251019531923e-01,6.280485251019531923e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,6.042493479968800152e-01,6.667493479968800152e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,6.662250393055990649e-01,7.287250393055990649e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,7.295908720688850657e-01,7.920908720688850657e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,7.497688866980927180e-01,1.000792648403387775e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,7.514200859069890548e-01,8.139200859069890548e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,7.618964040930342740e-01,1.016755365007853795e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,7.632366434187463078e-01,1.018718522276796046e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,7.648411399964478719e-01,8.324265144388885984e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
8.100000000000000000e+01,8.374265144388886029e-01,8.999265144388886029e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,8.548964572396280381e-01,9.439042860924605760e-01,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
6.400000000000000000e+01,9.489042860924605804e-01,1.011404286092460580e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
8.100000000000000000e+01,1.005122986871423763e+00,1.067622986871423763e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,1.028116329763457681e+00,1.139031325386193449e+00,-2.550000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
